StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Year,sex,latinx,Eth,1st-gen,i18n,Major,EPICS,WB_1,WB_2,WB_3,H_1,H_2,H_3,PA_1,PA_2,PA_3,PA_4,PA_5,ACA,Big6_1,Big6_2,Big6_3,Big6_4,Big6_5,Big6_6,PSN,PSV,IMP_1,IMP_2,IMP_3,IMP_4,IMP_5,IMP_6,NET_1,NET_2,NET_3,NET_4,NET_5,NET_6,NET_7,NET_8,NET_9,LSE_1,LSE_2,LSE_3,LSE_4,LSE_5,LSE_6,PER_1,PER_2,OPP_1,OPP_2,OPP_3,OPP_4,return_1,return_2,return_3,return_4,return_5,return_6,pandemic,Q1,Q2,Q3
2021-10-29 06:07:39,2021-10-29 06:40:13,0,128.210.106.81,100,1953,1,2021-10-29 06:40:14,R_2f1YX0QvjzXf8QN,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,4,2,2,5,2,3,19,2,3,1,3,3,3,3,3,1,3,3,1,"1,2,4,8,10,11",3,2,2,5,4,4,3,6,3,3,3,3,4,3,4,3,3,2,3,3,2,4,2,75,80,80,75,60,60,2,3,3,2,4,4,2,3,4,2,4,4,None,"Purdue has allowed me to connect with other engineering peers, which have provided me support. However, the college of engineering has not done anything.","We have taken breaks to do fun activities, like pumpkin painting or walking dogs.","Have professors within the same department actually talk to each other. Multiple times a semester exams and projects overlap causing extreme burnout when we have 3+ exams plus large projects. "
2021-10-29 06:24:54,2021-10-29 06:41:43,0,128.46.7.44,100,1009,1,2021-10-29 06:41:43,R_1E6xMgM4vwykRUj,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,6,1,2,5,2,3,17,2,4,3,4,4,4,4,4,2,3,5,2,,4,4,4,4,4,3,5,6,4,4,2,4,4,4,4,3,2,3,4,4,2,4,2,70,78,69,80,74,63,4,4,4,4,3,4,,,,,,,,"Probably. It's not always clear what can be attributed to Purdue Engineering vs say the friends you meet in Purdue Engineering, or the professors who teach classes. But I suppose Purdue Engineering recruits good people, and meeting those people has helped my personal well-being.","Yes, social connections are good","I've always thought there can be more done to encourage cross disciplinary collaboration. I think it would be so cool to be able to team up with people in other majors to for instance do a senior design project (I know it would be difficult with ABET or whatever). But even with student orgs I feel like they can be pretty major specific. Would be cool for the college to specifically create project teams or something to encourage interdisciplinary collaboration. "
2021-10-29 06:33:35,2021-10-29 06:43:59,0,128.210.106.57,100,623,1,2021-10-29 06:43:59,R_1P10hcgiEhO448O,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,3,1,1,5,2,3,15,2,5,4,5,4,3,2,4,2,4,5,3,3,4,4,3,5,4,3,5,6,5,4,1,5,5,5,4,3,3,3,4,5,3,4,3,90,97,94,87,87,85,4,3,5,4,4,4,5,5,3,5,5,5,"both in person and online office hour opportunities ","Yes there are ways that Purdue Engineering helped my personal well-being,",I have not interacted with many enough for them to have an impact on my wellbeing.,Ease the workload during midterm weeks.
2021-10-29 06:44:03,2021-10-29 06:52:07,0,98.223.104.109,100,484,1,2021-10-29 06:52:07,R_2t8YM5oTZsAYMEa,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,1,1,2,5,2,3,11,2,4,4,4,3,2,3,4,2,4,3,4,4,4,3,4,4,2,2,3,4,5,4,4,4,4,5,4,3,4,3,4,4,3,4,2,75,70,60,65,70,65,4,4,4,4,4,3,,,,,,,,NA,NA,
2021-10-29 06:42:48,2021-10-29 06:58:54,0,128.210.106.52,100,965,1,2021-10-29 06:58:54,R_1ODJX14BpcxlKC2,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,2,1,2,5,2,3,15,2,4,3,4,4,4,2,3,4,4,2,4,"10,11",2,2,3,4,1,4,5,5,4,3,3,4,4,5,4,3,3,1,4,5,4,3,3,55,50,65,61,64,57,4,4,4,4,4,5,3,3,4,4,4,4,Recorded lectures,,,
2021-10-29 06:44:56,2021-10-29 06:59:35,0,69.174.156.153,100,878,1,2021-10-29 06:59:36,R_3JwJDiw1h6oOP63,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,3,2,2,"2,5",2,3,9,2,2,3,4,3,1,3,2,4,5,3,4,"1,4,5,6,7,8,10,11",4,2,2,2,4,5,2,3,2,1,2,3,4,4,4,3,2,2,2,4,2,5,1,91,65,55,56,91,90,2,4,4,2,3,5,4,2,5,4,4,4,,No,Yes,"Something about this semester being the first one back in-person has made my life extremely hectic and stressful. I feel as though all of my professors are loading students up with excessive amounts of homework to 'make up' for lost time last year. I have a good school/life balance in the past but this semester I have consistently been feeling depressed, anxious, and stressed. I know engineering is difficult but I don't think it should make me feel this way."
2021-10-29 06:54:53,2021-10-29 07:03:55,0,24.236.243.89,100,542,1,2021-10-29 07:03:56,R_pQypF5kZVGevCPn,,,,,42.872802734375,-85.87740325927734375,anonymous,EN,1,2,2,5,2,3,11,2,3,3,4,3,3,2,3,4,3,2,3,"2,3,6,8,10",3,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,4,3,3,2,4,2,4,44,48,50,50,43,54,3,2,2,2,1,2,,,,,,,,,,
2021-10-29 07:03:01,2021-10-29 07:09:19,0,192.31.0.10,100,377,1,2021-10-29 07:09:19,R_21pqhs6qA860fnC,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,1,1,2,5,2,3,11,2,2,1,4,2,1,1,3,4,5,4,4,"3,4,6,8,10",4,2,4,1,1,3,2,1,4,1,2,2,4,4,5,2,2,2,3,2,4,5,3,40,60,15,85,55,70,3,3,5,3,5,2,,,,,,,,"No ",No,Make CAPS suck less
2021-10-29 07:02:22,2021-10-29 07:13:34,0,128.210.106.84,100,672,1,2021-10-29 07:13:34,R_2are7HUYMG5049e,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,2,1,2,5,2,3,19,2,3,2,2,2,1,2,3,4,5,3,4,"3,4,8",4,3,3,4,3,2,2,5,3,3,2,3,4,5,4,3,4,1,4,4,5,4,4,85,85,90,90,90,100,4,4,4,4,4,4,4,4,3,4,4,4,Recorded lectures,,,
2021-10-29 06:59:50,2021-10-29 07:19:28,0,128.211.185.211,100,1177,1,2021-10-29 07:19:28,R_2PvYxi9a23l0fBK,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,1,1,1,5,2,3,11,2,4,3,3,3,3,3,3,3,5,4,5,,2,3,2,2,2,2,3,5,4,3,1,5,4,5,3,2,2,2,3,4,2,3,2,80,79,60,100,30,30,4,4,4,3,3,3,,,,,,,,None at all,No,"Fix how classes are graded. Prioritize hard work and time over ambiguous exams when it come to grading for courses. Intro to engineering or engr 131 is an extremely flawed class. Learning excel and how to use it has been very helpful. However the quiz grading  system is very flawed and the reliance  on a group of students for group projects needs to be changed to help students like myself who do a vast majority on the work and then get penalized while the rest of group just looks at it like its a free grade. Intro courses such as cs159 should be made so they are actually introductory and not made so that students have teach every single topics and how to code by themselves. Overall Purdue has an extremely flawed “learn how to teach yourself method” that really doesn’t work for many. You would think that you guys would realize this after seeing how poorly so many students do grades wise and the overload of classwork and assignments that end up only being worth 10-20% of your total grade. "
2021-10-29 07:14:41,2021-10-29 07:23:12,0,73.103.89.191,100,511,1,2021-10-29 07:23:12,R_OrEUc7Ikuy2luOB,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,4,1,2,5,2,3,4,2,4,1,5,3,1,2,2,2,5,1,3,"4,6",3,2,2,5,5,5,6,3,4,3,2,1,4,4,5,3,3,1,3,4,2,5,1,90,80,85,86,60,79,3,3,4,4,5,5,4,4,4,3,5,4,,,,
2021-10-29 07:21:07,2021-10-29 07:26:09,0,128.46.3.1,100,301,1,2021-10-29 07:26:10,R_2bIYY5BIX8IlRTs,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,6,1,2,2,2,1,15,2,3,4,4,2,1,3,3,3,5,4,4,"1,4,6,9,10",4,4,1,5,5,3,2,4,5,4,2,4,4,5,3,4,4,3,4,5,4,5,2,65,65,65,75,65,74,4,4,4,4,3,3,,,,,,,,,,
2021-10-29 07:19:49,2021-10-29 07:30:55,0,128.210.106.73,100,665,1,2021-10-29 07:30:55,R_3nq06NJbmtjN1Pn,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,5,2,2,5,2,3,4,2,2,1,2,2,1,2,2,4,5,2,4,"2,3,4,6",4,2,4,2,5,5,6,4,5,1,2,3,2,2,5,3,5,2,3,4,4,4,1,66,85,45,75,67,80,4,3,4,4,5,5,1,1,2,1,3,4,Flexible schedules,"Purdue has without a doubt contributed to the anxiety and depression that I've developed. It's my 5th year, I've had a lot of time to reflect on it, and studying engineering at Purdue has made me spiral.","My student orgs are the only thing keeping me sane while studying engineering at Purdue, they're what I enjoy day in and day out.","Stop focusing so much on grades. Focus on the learning instead, the grades are what contributes to the constant imposter syndrome and the feeling that I am not smart enough to be here."
2021-10-29 07:23:12,2021-10-29 07:33:27,0,67.163.4.176,100,615,1,2021-10-29 07:33:28,R_3RsAc43W1AvkeC9,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,4,1,2,5,2,3,1,2,4,1,4,3,1,2,3,3,4,3,5,"1,2,3,4,6,7,8,9,10",3,1,2,4,4,3,3,4,4,2,2,2,4,3,4,2,2,2,4,4,4,4,3,100,70,90,85,82,71,4,4,4,4,4,4,2,2,4,2,4,4,,,,
2021-10-29 07:28:44,2021-10-29 07:36:40,0,52.119.107.2,100,476,1,2021-10-29 07:36:40,R_3KOO5UFhobkz1kv,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,3,2,2,5,2,3,12,2,3,3,3,2,1,2,3,4,5,2,5,"3,4,6",2,3,1,4,1,3,3,4,3,2,1,3,3,4,4,3,3,2,4,4,5,3,2,65,81,50,70,70,70,2,2,4,3,4,4,4,4,2,2,3,3,"Post lectures and notes online ",Not really,"They've given me a second group of friends ",Don't make IE332 so loaded with work that I feel like I'm drowning every day. The class requires way more hours spent on it than a 3 credit class should and it's ridiculous.
2021-10-29 07:32:19,2021-10-29 07:40:17,0,128.211.64.32,100,478,1,2021-10-29 07:40:17,R_33DTUHSNbySJkUx,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,1,1,2,"1,5",2,3,"11,1",2,5,3,4,4,1,4,4,2,1,3,1,"2,4",5,3,5,1,3,2,6,4,5,4,2,5,5,5,5,4,4,4,5,5,2,5,1,100,75,100,75,100,75,4,4,5,4,5,4,,,,,,,,,,
2021-10-29 07:41:39,2021-10-29 07:47:26,0,69.174.157.222,100,346,1,2021-10-29 07:47:26,R_1GD1b9Bmj5fCKjG,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,2,1,2,5,2,3,8,2,5,5,5,4,2,4,5,1,3,5,2,,5,5,5,2,5,4,4,5,5,5,1,5,5,5,5,4,4,4,5,5,1,5,1,81,93,94,87,92,93,4,4,5,5,4,5,5,3,5,4,5,5,,,,
2021-10-29 07:46:12,2021-10-29 07:52:38,0,128.210.106.84,100,385,1,2021-10-29 07:52:38,R_22nOWElvsMZ32nn,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,1,1,1,5,2,3,11,2,3,4,5,2,3,2,3,3,3,2,3,,2,2,1,3,1,5,5,2,4,3,1,5,4,2,3,1,3,3,4,3,4,4,2,51,39,19,16,71,38,3,3,3,3,5,5,,,,,,,,,,
2021-10-29 08:01:13,2021-10-29 08:05:32,0,128.210.107.84,100,259,1,2021-10-29 08:05:32,R_3PAVYWdVWt7iPdh,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,2,1,2,5,2,3,15,2,2,3,4,2,2,2,3,4,4,3,2,"1,2,3,4,5,6,7,9,10",4,3,2,5,4,5,6,4,3,2,2,2,2,4,3,3,4,3,3,5,4,3,3,66,73,76,72,63,72,5,5,5,4,5,5,4,4,2,4,4,4,,,,
